instituicao,cod_ibge,uf,populacao,indicador_1,Nota_1,indicador_2,Nota_2,indicador_3,nota_3,classificacao_capag
Prefeitura Municipal de Itororó - BA,2917102,BA,20375,"162,36%",C,"85,51%",A,"30,31%",A,B
Prefeitura Municipal de Itu - SP,3523909,SP,172268,"15,59%",A,"86,65%",A,"88,94%",A,A
Prefeitura Municipal de Ituaçu - BA,2917201,BA,18889,"19,99%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Ituberá - BA,2917300,BA,28457,"14,78%",A,"99,92%",C,"302,47%",C,C
Prefeitura Municipal de Itueta - MG,3134103,MG,6039,,n.d.,"310,68%",C,"9,27%",A,n.d.
Prefeitura Municipal de Ituiutaba - MG,3134202,MG,104067,"9,49%",A,"92,72%",B,"15,84%",A,B
Prefeitura Municipal de Itumbiara - GO,5211503,GO,103652,"14,47%",A,"94,46%",B,"322,84%",C,C
Prefeitura Municipal de Itumirim - MG,3134301,MG,6048,"1,92%",A,"96,62%",C,"69,01%",A,C
Prefeitura Municipal de Itupeva - SP,3524006,SP,59649,"41,64%",A,"89,78%",A,"1039,99%",C,C
Prefeitura Municipal de Itupiranga - PA,1503705,PA,53182,"1,56%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Ituporanga - SC,4208500,SC,24812,"14,77%",A,"96,27%",C,"200,21%",C,C
Prefeitura Municipal de Iturama - MG,3134400,MG,38822,"20,80%",A,"101,00%",C,"880,00%",C,C
Prefeitura Municipal de Itutinga - MG,3134509,MG,3809,"2,06%",A,"93,49%",B,"10,07%",A,B
Prefeitura Municipal de Ituverava - SP,3524105,SP,41598,"38,92%",A,"92,22%",B,"107,24%",C,C
Prefeitura Municipal de Iuiú - BA,2917334,BA,10969,"33,87%",A,"83,54%",A,"326,19%",C,C
Prefeitura Municipal de Iúna - ES,3203007,ES,,,n.d.,"94,43%",B,,n.d.,n.d.
Prefeitura Municipal de Ivaí - PR,4111407,PR,13791,"17,88%",A,"92,76%",B,"1,37%",A,B
Prefeitura Municipal de Ivaiporã - PR,4111506,PR,32035,"15,29%",A,"90,79%",B,"21,09%",A,B
Prefeitura Municipal de Ivaté - PR,4111555,PR,8128,"14,75%",A,"97,73%",C,"1566,48%",C,C
Prefeitura Municipal de Ivatuba - PR,4111605,PR,3238,"5,24%",A,"62,75%",A,"2,30%",A,A
Prefeitura Municipal de Ivinhema - MS,5004700,MS,23140,"29,63%",A,"86,23%",A,"34,17%",A,A
Prefeitura Municipal de Ivolândia - GO,5211602,GO,2406,"31,29%",A,"90,73%",B,"249,81%",C,C
Prefeitura Municipal de Ivorá - RS,4310751,RS,1940,,n.d.,"85,98%",A,,n.d.,n.d.
Prefeitura Municipal de Ivoti - RS,4310801,RS,23880,"0,47%",A,"80,37%",A,"1208,43%",C,C
Prefeitura Municipal de Jaboatão dos Guararapes - PE,2607901,PE,697636,"14,98%",A,"90,87%",B,"78,58%",A,B
Prefeitura Municipal de Jaborá - SC,4208609,SC,3955,,n.d.,"91,43%",B,"5,83%",A,n.d.
Prefeitura Municipal de Jaborandi - BA,2917359,BA,8496,"3,93%",A,"95,25%",C,"4,59%",A,C
Prefeitura Municipal de Jaborandi - SP,3524204,SP,6911,"11,83%",A,"90,47%",B,"68,14%",A,B
Prefeitura Municipal de Jaboti - PR,4111704,PR,5244,"12,12%",A,"93,29%",B,"283,20%",C,C
Prefeitura Municipal de Jaboticaba - RS,4310850,RS,3848,,n.d.,"97,82%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de Jaboticabal - SP,3524303,SP,76864,"39,72%",A,,n.d.,"45,45%",A,n.d.
Prefeitura Municipal de Jaboticatubas - MG,3134608,MG,19858,"0,90%",A,"94,21%",B,"3,90%",A,B
Prefeitura Municipal de Jaçanã - RN,2405009,RN,9026,"44,26%",A,"93,14%",B,,n.d.,n.d.
Prefeitura Municipal de Jacaraci - BA,2917409,BA,14834,"68,67%",B,"88,60%",A,"11,74%",A,B
Prefeitura Municipal de Jacaraú - PB,2507309,PB,14349,"47,44%",A,"97,69%",C,"40,41%",A,C
Prefeitura Municipal de Jacaré dos Homens - AL,2703403,AL,5288,"3,06%",A,,n.d.,"159,07%",C,n.d.
Prefeitura Municipal de Jacareacanga - PA,1503754,PA,8899,"1,29%",A,"88,26%",A,"55,46%",A,A
Prefeitura Municipal de Jacareí - SP,3524402,SP,231863,"42,69%",A,"91,00%",B,"56,43%",A,B
Prefeitura Municipal de Jacarezinho - PR,4111803,PR,39435,"8,86%",A,"92,15%",B,"376,81%",C,C
Prefeitura Municipal de Jaci - SP,3524501,SP,6934,,n.d.,"92,49%",B,"0,00%",n.d.,n.d.
Prefeitura Municipal de Jaciara - MT,5104807,MT,27628,"12,42%",A,"114,92%",C,"73,50%",A,C
Prefeitura Municipal de Jacinto - MG,3134707,MG,12329,"3,18%",A,"93,28%",B,"39,21%",A,B
Prefeitura Municipal de Jacinto Machado - SC,4208708,SC,10457,"5,78%",A,"92,10%",B,"1,05%",A,B
Prefeitura Municipal de Jacobina - BA,2917508,BA,80394,"18,81%",A,"96,78%",C,"522,30%",C,C
Prefeitura Municipal de Jacobina do Piauí - PI,2205151,PI,5753,,n.d.,"95,77%",C,"342,57%",C,n.d.
Prefeitura Municipal de Jacuí - MG,3134806,MG,7681,"3,76%",A,"92,58%",B,,n.d.,n.d.
Prefeitura Municipal de Jacuípe - AL,2703502,AL,7036,,n.d.,"149,05%",C,"-3,40%",C,n.d.
Prefeitura Municipal de Jacuizinho - RS,4310876,RS,2679,"0,28%",A,"97,42%",C,"-2,86%",C,C
Prefeitura Municipal de Jacundá - PA,1503804,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jacupiranga - SP,3524600,SP,17842,"5,84%",A,"93,28%",B,"34,14%",A,B
Prefeitura Municipal de Jacutinga - MG,3134905,MG,25684,"6,10%",A,"95,08%",C,"60,47%",A,C
Prefeitura Municipal de Jacutinga - RS,4310900,RS,3576,"4,85%",A,"88,90%",A,,n.d.,n.d.
Prefeitura Municipal de Jaguapitã - PR,4111902,PR,,,n.d.,"96,95%",C,,n.d.,n.d.
Prefeitura Municipal de Jaguaquara - BA,2917607,BA,54163,"87,77%",B,"99,78%",C,"3124,73%",C,C
Prefeitura Municipal de Jaguaraçu - MG,3135001,MG,3124,"0,41%",A,"94,83%",B,,n.d.,n.d.
Prefeitura Municipal de Jaguarão - RS,4311007,RS,26869,"7,31%",A,"89,33%",A,"39,47%",A,A
Prefeitura Municipal de Jaguarari - BA,2917706,BA,33385,"23,23%",A,"90,04%",B,"6,80%",A,B
Prefeitura Municipal de Jaguaré - ES,3203056,ES,29904,"0,40%",A,"94,90%",B,"86,68%",A,B
Prefeitura Municipal de Jaguaretama - CE,2306702,CE,18102,"78,22%",B,"87,04%",A,"65,66%",A,B
Prefeitura Municipal de Jaguari - RS,4311106,RS,10937,"-113,35%",A,,n.d.,"145,90%",C,n.d.
Prefeitura Municipal de Jaguariaíva - PR,4112009,PR,34683,"18,42%",A,"87,34%",A,"25,81%",A,A
Prefeitura Municipal de Jaguaribara - CE,2306801,CE,11359,"47,25%",A,"98,49%",C,"157,61%",C,C
Prefeitura Municipal de Jaguaribe - CE,2306900,CE,34729,"15,04%",A,"97,10%",C,"14,77%",A,C
Prefeitura Municipal de Jaguaripe - BA,2917805,BA,18588,"14,56%",A,"93,00%",B,"4017,52%",C,C
Prefeitura Municipal de Jaguariúna - SP,3524709,SP,56221,"7,73%",A,"92,16%",B,"0,00%",n.d.,n.d.
Prefeitura Municipal de Jaguaruana - CE,2307007,CE,33967,"52,46%",A,"97,74%",C,,n.d.,n.d.
Prefeitura Municipal de Jaguaruna - SC,4208807,SC,19755,"2,64%",A,"96,77%",C,"829,76%",C,C
Prefeitura Municipal de Jaíba - MG,3135050,MG,38413,"50,34%",A,"98,68%",C,"774,21%",C,C
Prefeitura Municipal de Jaicós - PI,2205201,PI,19035,"18,71%",A,"92,22%",B,"4994,99%",C,C
Prefeitura Municipal de Jales - SP,3524808,SP,49011,"22,38%",A,"93,96%",B,"164,23%",C,C
Prefeitura Municipal de Jambeiro - SP,3524907,SP,6485,"3,68%",A,"95,00%",B,"-5,59%",C,C
Prefeitura Municipal de Jampruca - MG,3135076,MG,5378,"2,36%",A,"98,45%",C,"-156,18%",C,C
Prefeitura Municipal de Janaúba - MG,3135100,MG,71265,"22,16%",A,"96,84%",C,"191,81%",C,C
Prefeitura Municipal de Jandaia - GO,5211701,GO,6073,"3,53%",A,"93,40%",B,,n.d.,n.d.
Prefeitura Municipal de Jandaia do Sul - PR,4112108,PR,21122,"2,37%",A,"88,13%",A,"-19,76%",C,C
Prefeitura Municipal de Jandaíra - BA,2917904,BA,10691,"33,25%",A,"102,79%",C,"184,48%",C,C
Prefeitura Municipal de Jandaíra - RN,2405108,RN,6863,"18,87%",A,"95,10%",C,,n.d.,n.d.
Prefeitura Municipal de Jandira - SP,3525003,SP,123481,"2,98%",A,"81,77%",A,"12,24%",A,A
Prefeitura Municipal de Janduís - RN,2405207,RN,5289,"28,01%",A,"97,90%",C,"71,34%",A,C
Prefeitura Municipal de Jangada - MT,5104906,MT,8366,,n.d.,,n.d.,"-43,68%",C,n.d.
Prefeitura Municipal de Janiópolis - PR,4112207,PR,5400,"8,13%",A,"87,69%",A,"50,89%",A,A
Prefeitura Municipal de Januária - MG,3135209,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Januário Cicco - RN,2405306,RN,10087,"33,21%",A,"96,43%",C,,n.d.,n.d.
Prefeitura Municipal de Japaraíba - MG,3135308,MG,4314,"9,49%",A,"86,13%",A,"7,95%",A,A
Prefeitura Municipal de Japaratinga - AL,2703601,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Japaratuba - SE,2803302,SE,18576,"81,75%",B,"99,38%",C,"599,38%",C,C
Prefeitura Municipal de Japeri - RJ,3302270,RJ,103960,"13,24%",A,,n.d.,"19,08%",A,n.d.
Prefeitura Municipal de Japi - RN,2405405,RN,5117,"44,74%",A,"90,44%",B,"19,36%",A,B
Prefeitura Municipal de Japira - PR,4112306,PR,4995,"17,03%",A,"89,02%",A,"1775,92%",C,C
Prefeitura Municipal de Japoatã - SE,2803401,SE,13085,"0,33%",A,,n.d.,"-22,16%",C,n.d.
Prefeitura Municipal de Japonvar - MG,3135357,MG,8556,"44,30%",A,"87,01%",A,"118,99%",C,C
Prefeitura Municipal de Japorã - MS,5004809,MS,8976,,n.d.,"91,44%",B,"27,97%",A,n.d.
Prefeitura Municipal de Japurá - AM,1302108,AM,3265,"0,08%",A,"90,14%",B,"299,92%",C,C
Prefeitura Municipal de Japurá - PR,4112405,PR,9349,"5,91%",A,"87,89%",A,"8,61%",A,A
Prefeitura Municipal de Jaqueira - PE,2607950,PE,11668,"51,74%",A,"97,21%",C,"241,76%",C,C
Prefeitura Municipal de Jaquirana - RS,4311122,RS,3773,"9,96%",A,"95,95%",C,"94,20%",A,C
Prefeitura Municipal de Jaraguá - GO,5211800,GO,49667,"15,58%",A,"95,76%",C,"147,75%",C,C
Prefeitura Municipal de Jaraguá do Sul - SC,4208906,SC,174158,"31,27%",A,"80,45%",A,"11,98%",A,A
Prefeitura Municipal de Jaraguari - MS,5004908,MS,7108,"21,47%",A,"96,63%",C,"66,70%",A,C
Prefeitura Municipal de Jaramataia - AL,2703700,AL,5597,"2,07%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jardim - CE,2307106,CE,27284,"50,85%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jardim - MS,5005004,MS,25967,"24,28%",A,"99,95%",C,"32,73%",A,C
Prefeitura Municipal de Jardim Alegre - PR,4112504,PR,11465,"6,85%",A,"91,62%",B,"1,49%",A,B
Prefeitura Municipal de Jardim de Angicos - RN,2405504,RN,2617,"6,38%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jardim de Piranhas - RN,2405603,RN,14730,"28,27%",A,"96,83%",C,"73,27%",A,C
Prefeitura Municipal de Jardim do Mulato - PI,2205250,PI,4494,,n.d.,"99,80%",C,"139,45%",C,n.d.
Prefeitura Municipal de Jardim do Seridó - RN,2405702,RN,12395,"17,43%",A,"96,85%",C,"80,83%",A,C
Prefeitura Municipal de Jardim Olinda - PR,4112603,PR,1343,"22,60%",A,,n.d.,"0,00%",n.d.,n.d.
Prefeitura Municipal de Jardinópolis - SC,4208955,SC,1595,,n.d.,"94,65%",B,"-90,94%",C,n.d.
Prefeitura Municipal de Jardinópolis - SP,3525102,SP,43774,"5,31%",A,"75,87%",A,"-15,38%",C,C
Prefeitura Municipal de Jari - RS,4311130,RS,3518,"0,60%",A,"82,12%",A,"5,59%",A,A
Prefeitura Municipal de Jarinu - SP,3525201,SP,29456,"18,48%",A,"108,01%",C,"1844,21%",C,C
Prefeitura Municipal de Jaru - RO,1100114,RO,51933,"18,94%",A,"77,89%",A,"0,14%",A,A
Prefeitura Municipal de Jataí - GO,5211909,GO,99674,"22,43%",A,"97,77%",C,"-149,22%",C,C
Prefeitura Municipal de Jataizinho - PR,4112702,PR,12536,"6,40%",A,"84,71%",A,,n.d.,n.d.
Prefeitura Municipal de Jataúba - PE,2608008,PE,17070,"24,66%",A,"97,04%",C,"-26,31%",C,C
Prefeitura Municipal de Jateí - MS,5005103,MS,4034,"14,21%",A,"93,07%",B,"46,19%",A,B
Prefeitura Municipal de Jati - CE,2307205,CE,7902,"12,24%",A,"91,66%",B,"36,61%",A,B
Prefeitura Municipal de Jatobá - MA,2105450,MA,9993,,n.d.,,n.d.,"559,80%",C,n.d.
Prefeitura Municipal de Jatobá - PE,2608057,PE,14740,"36,97%",A,"94,02%",B,"228,30%",C,C
Prefeitura Municipal de Jatobá do Piauí - PI,2205276,PI,4855,"30,30%",A,,n.d.,"9669,25%",C,n.d.
Prefeitura Municipal de Jaú - SP,3525300,SP,148581,"24,00%",A,"94,93%",B,"115,70%",C,C
Prefeitura Municipal de Jaú do Tocantins - TO,1711506,TO,3819,"8,69%",A,,n.d.,"32,52%",A,n.d.
Prefeitura Municipal de Jaupaci - GO,5212006,GO,2898,"25,52%",A,"94,79%",B,"56,72%",A,B
Prefeitura Municipal de Jauru - MT,5105002,MT,9006,"14,82%",A,"92,92%",B,"1255,94%",C,C
Prefeitura Municipal de Jeceaba - MG,3135407,MG,4973,"4,96%",A,"85,07%",A,"65,62%",A,A
Prefeitura Municipal de Jenipapo de Minas - MG,3135456,MG,7645,"4,85%",A,"96,57%",C,"135,42%",C,C
Prefeitura Municipal de Jenipapo dos Vieiras - MA,2105476,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jequeri - MG,3135506,MG,12460,"51,61%",A,"98,56%",C,"930,85%",C,C
Prefeitura Municipal de Jequiá da Praia - AL,2703759,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jequié - BA,2918001,BA,155800,"48,40%",A,"101,41%",C,"1377,12%",C,C
Prefeitura Municipal de Jequitaí - MG,3135605,MG,7597,"22,88%",A,"93,93%",B,,n.d.,n.d.
Prefeitura Municipal de Jequitibá - MG,3135704,MG,5215,"8,69%",A,"95,48%",C,"112,07%",C,C
Prefeitura Municipal de Jequitinhonha - MG,3135803,MG,25305,"33,44%",A,"93,53%",B,"43,86%",A,B
Prefeitura Municipal de Jeremoabo - BA,2918100,BA,40232,"64,60%",B,"102,27%",C,"604,33%",C,C
Prefeitura Municipal de Jericó - PB,2507408,PB,7732,"76,98%",B,"104,58%",C,"151,85%",C,C
Prefeitura Municipal de Jeriquara - SP,3525409,SP,3168,"3,95%",A,"102,79%",C,"34,68%",A,C
Prefeitura Municipal de Jerônimo Monteiro - ES,3203106,ES,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jerumenha - PI,2205300,PI,,,n.d.,"105,13%",C,,n.d.,n.d.
Prefeitura Municipal de Jesuânia - MG,3135902,MG,4795,"52,08%",A,"94,06%",B,"100,17%",C,C
Prefeitura Municipal de Jesuítas - PR,4112751,PR,8495,"13,88%",A,"91,09%",B,"-438,27%",C,C
Prefeitura Municipal de Jesúpolis - GO,5212055,GO,2474,"4,49%",A,"88,57%",A,"2,66%",A,A
Prefeitura Municipal de Jijoca de Jericoacoara - CE,2307254,CE,19587,"12,08%",A,"95,47%",C,"462,89%",C,C
Prefeitura Municipal de Ji-Paraná - RO,1100122,RO,127907,"12,03%",A,"84,99%",A,"8,85%",A,A
Prefeitura Municipal de Jiquiriçá - BA,2918209,BA,14516,"35,68%",A,"94,60%",B,"0,00%",n.d.,n.d.
Prefeitura Municipal de Jitaúna - BA,2918308,BA,11540,"116,57%",B,"98,16%",C,"164,42%",C,C
Prefeitura Municipal de Joaçaba - SC,4209003,SC,29827,"3,10%",A,,n.d.,"3,23%",A,n.d.
Prefeitura Municipal de Joaíma - MG,3136009,MG,15410,"19,53%",A,"96,68%",C,"7515,09%",C,C
Prefeitura Municipal de Joanésia - MG,3136108,MG,4674,"16,85%",A,"96,54%",C,,n.d.,n.d.
Prefeitura Municipal de Joanópolis - SP,3525508,SP,13098,"2,77%",A,"98,68%",C,"412,59%",C,C
Prefeitura Municipal de João Alfredo - PE,2608107,PE,33563,"43,52%",A,"113,39%",C,"207,82%",C,C
Prefeitura Municipal de João Câmara - RN,2405801,RN,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de João Costa - PI,2205359,PI,3010,,n.d.,"95,54%",C,"58,07%",A,n.d.
Prefeitura Municipal de João Dias - RN,2405900,RN,2655,"16,41%",A,"84,90%",A,"0,35%",A,A
Prefeitura Municipal de João Dourado - BA,2918357,BA,24964,"29,99%",A,"95,56%",C,,n.d.,n.d.
Prefeitura Municipal de João Lisboa - MA,2105500,MA,23696,,n.d.,,n.d.,"32,25%",A,n.d.
Prefeitura Municipal de João Monlevade - MG,3136207,MG,79387,"4,78%",A,"96,36%",C,"0,24%",A,C
Prefeitura Municipal de João Neiva - ES,3203130,ES,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de João Pessoa - PB,2507507,PB,800323,"20,42%",A,"93,39%",B,"49,98%",A,B
Prefeitura Municipal de João Pinheiro - MG,3136306,MG,48561,"22,06%",A,"89,33%",A,"248,91%",C,C
Prefeitura Municipal de João Ramalho - SP,3525607,SP,4495,,n.d.,"87,24%",A,"12,91%",A,n.d.
Prefeitura Municipal de Joaquim Felício - MG,3136405,MG,4662,"38,77%",A,"90,44%",B,,n.d.,n.d.
Prefeitura Municipal de Joaquim Gomes - AL,2703809,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Joaquim Nabuco - PE,2608206,PE,16036,"21,51%",A,"119,65%",C,"156,41%",C,C
Prefeitura Municipal de Joaquim Pires - PI,2205409,PI,14332,"22,23%",A,"85,45%",A,"574,13%",C,C
Prefeitura Municipal de Joaquim Távora - PR,4112801,PR,11803,"10,21%",A,"90,55%",B,"14,32%",A,B
Prefeitura Municipal de Joca Claudino - PB,2513653,PB,2685,"93,69%",B,"94,91%",B,"239,71%",C,C
Prefeitura Municipal de Joca Marques - PI,2205458,PI,5419,"8,78%",A,"96,25%",C,"843,82%",C,C
Prefeitura Municipal de Jóia - RS,4311155,RS,8554,"6,06%",A,"84,89%",A,"21,97%",A,A
Prefeitura Municipal de Joinville - SC,4209102,SC,583144,"16,69%",A,"82,52%",A,"99,39%",A,A
Prefeitura Municipal de Jordânia - MG,3136504,MG,10780,"12,06%",A,"97,88%",C,"1359,54%",C,C
Prefeitura Municipal de Jordão - AC,1200328,AC,8159,"6,11%",A,"99,24%",C,"8,60%",A,C
Prefeitura Municipal de José Boiteux - SC,4209151,SC,4985,"6,91%",A,"95,04%",C,"2,61%",A,C
Prefeitura Municipal de José Bonifácio - SP,3525706,SP,36655,"7,89%",A,"97,69%",C,"22,01%",A,C
Prefeitura Municipal de José da Penha - RN,2406007,RN,5957,"6,90%",A,"91,12%",B,"24,81%",A,B
Prefeitura Municipal de José de Freitas - PI,2205508,PI,39072,"1,47%",A,"100,38%",C,"14,37%",A,C
Prefeitura Municipal de José Gonçalves de Minas - MG,3136520,MG,4516,"5,48%",A,"97,90%",C,"880,39%",C,C
Prefeitura Municipal de José Raydan - MG,3136553,MG,4938,"8,13%",A,"86,46%",A,"35,46%",A,A
Prefeitura Municipal de Joselândia - MA,2105609,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Josenópolis - MG,3136579,MG,4844,"38,39%",A,"96,04%",C,"74,82%",A,C
Prefeitura Municipal de Joviânia - GO,5212105,GO,7372,"9,37%",A,,n.d.,"55,32%",A,n.d.
Prefeitura Municipal de Juara - MT,5105101,MT,34815,"3,60%",A,"96,73%",C,"55,48%",A,C
Prefeitura Municipal de Juarez Távora - PB,2507606,PB,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Juarina - TO,1711803,TO,2202,"14,10%",A,"106,37%",C,"26115,68%",C,C
Prefeitura Municipal de Juatuba - MG,3136652,MG,26484,"0,66%",A,"90,37%",B,"41,54%",A,B
Prefeitura Municipal de Juazeirinho - PB,2507705,PB,18041,"27,17%",A,,n.d.,"34,58%",A,n.d.
Prefeitura Municipal de Juazeiro - BA,2918407,BA,215183,"55,56%",A,"91,96%",B,"23,85%",A,B
Prefeitura Municipal de Juazeiro do Norte - CE,2307304,CE,271926,"31,59%",A,"90,50%",B,"59,76%",A,B
Prefeitura Municipal de Juazeiro do Piauí - PI,2205516,PI,5472,"49,24%",A,"94,21%",B,"1443,78%",C,C
Prefeitura Municipal de Jucás - CE,2307403,CE,24773,"27,91%",A,"85,95%",A,"274,70%",C,C
Prefeitura Municipal de Jucati - PE,2608255,PE,11361,"2,68%",A,"100,51%",C,"1691,58%",C,C
Prefeitura Municipal de Jucuruçu - BA,2918456,BA,9272,"107,62%",B,"91,17%",B,"282,01%",C,C
Prefeitura Municipal de Jucurutu - RN,2406106,RN,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Juína - MT,5105150,MT,40905,"2,43%",A,"91,87%",B,"386,90%",C,C
Prefeitura Municipal de Juiz de Fora - MG,3136702,MG,564310,"6,81%",A,"101,42%",C,"56,56%",A,C
Prefeitura Municipal de Júlio Borges - PI,2205524,PI,5614,,n.d.,"104,09%",C,"63,12%",A,n.d.
Prefeitura Municipal de Júlio de Castilhos - RS,4311205,RS,19364,"5,50%",A,"84,60%",A,"7,12%",A,A
Prefeitura Municipal de Júlio Mesquita - SP,3525805,SP,4752,,n.d.,"104,01%",C,"263,92%",C,n.d.
Prefeitura Municipal de Jumirim - SP,3525854,SP,3315,,n.d.,"81,80%",A,"3,24%",A,n.d.
Prefeitura Municipal de Junco do Maranhão - MA,2105658,MA,3506,,n.d.,"200,90%",C,"10,01%",A,n.d.
Prefeitura Municipal de Junco do Seridó - PB,2507804,PB,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jundiá - AL,2703908,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jundiá - RN,2406155,RN,3873,"5,68%",A,"97,73%",C,"25,03%",A,C
Prefeitura Municipal de Jundiaí - SP,3525904,SP,414810,"21,13%",A,"92,98%",B,"27,96%",A,B
Prefeitura Municipal de Jundiaí do Sul - PR,4112900,PR,3315,"2,19%",A,"77,86%",A,"95,97%",A,A
Prefeitura Municipal de Junqueiro - AL,2704005,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Junqueirópolis - SP,3526001,SP,20524,"4,71%",A,"95,15%",C,"31,97%",A,C
Prefeitura Municipal de Jupi - PE,2608305,PE,14747,"6,51%",A,"91,65%",B,"233,56%",C,C
Prefeitura Municipal de Jupiá - SC,4209177,SC,2110,,n.d.,"95,57%",C,,n.d.,n.d.
Prefeitura Municipal de Juquiá - SP,3526100,SP,18908,"17,48%",A,"92,81%",B,"196,23%",C,C
Prefeitura Municipal de Juquitiba - SP,3526209,SP,31235,"36,06%",A,"91,76%",B,"194,83%",C,C
Prefeitura Municipal de Juramento - MG,3136801,MG,4316,"6,59%",A,"97,24%",C,"-28,91%",C,C
Prefeitura Municipal de Juranda - PR,4112959,PR,7391,"23,76%",A,"87,16%",A,"53,89%",A,A
Prefeitura Municipal de Jurema - PE,2608404,PE,15323,,n.d.,"168,80%",C,"1802,97%",C,n.d.
Prefeitura Municipal de Jurema - PI,2205532,PI,4748,"13,31%",A,"89,99%",A,"817,15%",C,C
Prefeitura Municipal de Juripiranga - PB,2507903,PB,10717,"20,95%",A,"95,89%",C,"-217,73%",C,C
Prefeitura Municipal de Juru - PB,2508000,PB,9886,"6,81%",A,"101,62%",C,"971,39%",C,C
Prefeitura Municipal de Juruá - AM,1302207,AM,14312,"3,85%",A,"102,08%",C,"-10,37%",C,C
Prefeitura Municipal de Juruaia - MG,3136900,MG,10441,"34,28%",A,"86,09%",A,,n.d.,n.d.
Prefeitura Municipal de Juruena - MT,5105176,MT,15370,"7,15%",A,"89,47%",A,"28,47%",A,A
Prefeitura Municipal de Juruti - PA,1503903,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Juscimeira - MT,5105200,MT,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Jussara - BA,2918506,BA,15307,"29,79%",A,"101,15%",C,"458,82%",C,C
Prefeitura Municipal de Jussara - GO,5212204,GO,18587,"9,03%",A,"92,82%",B,"49,47%",A,B
Prefeitura Municipal de Jussara - PR,4113007,PR,6983,"4,12%",A,"96,59%",C,"27,56%",A,C
Prefeitura Municipal de Jussari - BA,2918555,BA,5902,"146,98%",B,,n.d.,"109,78%",C,n.d.
Prefeitura Municipal de Jussiape - BA,2918605,BA,6406,"101,22%",B,"96,57%",C,,n.d.,n.d.
Prefeitura Municipal de Jutaí - AM,1302306,AM,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Juti - MS,5005152,MS,6638,"7,18%",A,"95,23%",C,"13,50%",A,C
Prefeitura Municipal de Juvenília - MG,3136959,MG,5733,"2,21%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Kaloré - PR,4113106,PR,4154,"46,59%",A,"101,89%",C,"605,28%",C,C
Prefeitura Municipal de Lábrea - AM,1302405,AM,45245,,n.d.,,n.d.,"23,07%",A,n.d.
Prefeitura Municipal de Lacerdópolis - SC,4209201,SC,2245,,n.d.,"88,00%",A,"0,81%",A,n.d.
Prefeitura Municipal de Ladainha - MG,3137007,MG,18026,"5,63%",A,"94,77%",B,,n.d.,n.d.
Prefeitura Municipal de Ladário - MS,5005202,MS,22968,"12,83%",A,"86,44%",A,"31,53%",A,A
Prefeitura Municipal de Lafaiete Coutinho - BA,2918704,BA,3757,"57,80%",A,,n.d.,"2059,23%",C,n.d.
Prefeitura Municipal de Lagamar - MG,3137106,MG,7627,"2,79%",A,"91,90%",B,"36,52%",A,B
Prefeitura Municipal de Lagarto - SE,2803500,SE,103576,"37,89%",A,"99,30%",C,,n.d.,n.d.
Prefeitura Municipal de Lages - SC,4209300,SC,157743,"8,12%",A,"90,89%",B,"69,73%",A,B
Prefeitura Municipal de Lago da Pedra - MA,2105708,MA,49911,"86,99%",B,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Lago do Junco - MA,2105807,MA,10808,,n.d.,"1653,76%",C,,n.d.,n.d.
Prefeitura Municipal de Lago dos Rodrigues - MA,2105948,MA,8889,"0,06%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Lago Verde - MA,2105906,MA,16199,"2,84%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Lagoa - PB,2508109,PB,4679,"53,38%",A,"96,92%",C,"33,16%",A,C
